AB_category	sample	sum_abund	f_groups
phenicol	SRR413597merged	2.30043658168868e-09	antibiotic resistance
phenicol	SRR413757merged	5.47326261100751e-08	antibiotic resistance
phenicol	280_287_20111115_FRAG_BC_280_287_F3_286	3.55505671259324e-08	antibiotic resistance
phenicol	SRR413562merged	2.34712106940676e-08	antibiotic resistance
phenicol	SRR413594merged	7.38966207265409e-09	antibiotic resistance
phenicol	Tomsk_2014_02_28_1_L01_13_50trimmed_T_F3	2.44615134619001e-07	antibiotic resistance
phenicol	SRR413572merged	4.4999712074442e-08	antibiotic resistance
phenicol	61_106_20121101_FRAG_BC_61_106_F3_105	8.09460456768996e-08	antibiotic resistance
phenicol	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_104	2.28994330725369e-09	antibiotic resistance
phenicol	202_209_20111028_FRAG_BC_202_209_F3_206	3.78792027164979e-08	antibiotic resistance
phenicol	MH0079_090130	2.21595290472626e-08	antibiotic resistance
phenicol	MH0076_090130	3.99937385802878e-09	antibiotic resistance
phenicol	MH0010_081120	2.92044507629021e-10	antibiotic resistance
phenicol	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_68	2.23342189987624e-09	antibiotic resistance
phenicol	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_6P	2.2268070618583e-09	antibiotic resistance
phenicol	261_268_20111115_FRAG_BC_261_268_F3_264	2.91924872694666e-08	antibiotic resistance
phenicol	61_106_20121101_FRAG_BC_61_106_F3_66	5.5141651660534e-09	antibiotic resistance
phenicol	SRR413764merged	2.64426731832215e-08	antibiotic resistance
phenicol	185_210_20111102_FRAG_BC_185_210_F3_192	2.34168168125352e-08	antibiotic resistance
phenicol	222_257_20111020_FRAG_BC_222_257_F3_230	3.7363406633146e-08	antibiotic resistance
phenicol	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_40P	1.17657530615957e-08	antibiotic resistance
phenicol	SRR413625merged	2.89087789396622e-09	antibiotic resistance
phenicol	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_43P	1.65664114708074e-08	antibiotic resistance
phenicol	SRS024625	7.18184802624635e-10	antibiotic resistance
phenicol	SRS015578	1.07290627281115e-09	antibiotic resistance
phenicol	SRS023971	6.01535952392323e-10	antibiotic resistance
phenicol	222_257_20111020_FRAG_BC_222_257_F3_253	6.10867316622879e-08	antibiotic resistance
phenicol	SRS013521	1.11219687055957e-10	antibiotic resistance
phenicol	SRS078176	2.71012091809756e-09	antibiotic resistance
phenicol	SRR413628merged	1.29714339448018e-08	antibiotic resistance
phenicol	MH0017_081119	2.40818703259116e-09	antibiotic resistance
phenicol	261_268_20111115_FRAG_BC_261_268_F3_267	3.33336266547318e-08	antibiotic resistance
phenicol	SRR413621merged	1.74542119492967e-08	antibiotic resistance
phenicol	SRR413606merged	9.17043602961144e-09	antibiotic resistance
phenicol	SRS016954	7.93044486614925e-10	antibiotic resistance
phenicol	61_106_20121101_FRAG_BC_61_106_F3_73	7.23951316601467e-08	antibiotic resistance
phenicol	SRR413565merged	1.17395319154087e-08	antibiotic resistance
phenicol	SRR413582merged	1.53389977560305e-07	antibiotic resistance
phenicol	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_13P	2.49269523116084e-07	antibiotic resistance
phenicol	SRR413735merged	2.84117278400545e-09	antibiotic resistance
phenicol	SRR413734merged	6.10198276431846e-08	antibiotic resistance
phenicol	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T18	1.26474099275802e-06	antibiotic resistance
phenicol	SRR413622merged	2.97290774326688e-08	antibiotic resistance
phenicol	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T26	2.2690918381771e-08	antibiotic resistance
phenicol	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T24	2.70961223760665e-08	antibiotic resistance
phenicol	SRR413639merged	1.82421092296089e-07	antibiotic resistance
phenicol	MH0066_090126	7.16947614241522e-09	antibiotic resistance
phenicol	kazan5500_2014_03_31_1_L01_19BR_50trimmed_T_F3	5.00413395266275e-09	antibiotic resistance
phenicol	SRR413610merged	1.15142042467555e-08	antibiotic resistance
phenicol	SRR413719merged	1.80390881088316e-07	antibiotic resistance
phenicol	Tomsk_2014_02_28_1_L02_L03_merg_36_50trimmed_T_F3	2.27539277083557e-08	antibiotic resistance
phenicol	SRR413563merged	3.55285482156229e-09	antibiotic resistance
phenicol	SRR413759merged	2.69947444342139e-07	antibiotic resistance
phenicol	SRR413601merged	2.30791425455182e-07	antibiotic resistance
phenicol	SRR413765merged	4.83677346505645e-07	antibiotic resistance
phenicol	SRR413593merged	1.34255705806058e-08	antibiotic resistance
phenicol	MH0038_090122	3.92226225783501e-09	antibiotic resistance
phenicol	Tomsk_2014_02_28_1_L02_L03_merg_28_50trimmed_T_F3	2.47338707626586e-06	antibiotic resistance
phenicol	Tomsk_2014_02_28_1_L01_15_50trimmed_T_F3	2.18621548836226e-08	antibiotic resistance
phenicol	SRS023583	7.15274436759886e-10	antibiotic resistance
phenicol	SRS013158	6.61332237870705e-10	antibiotic resistance
phenicol	SRR413620merged	2.81529690879644e-08	antibiotic resistance
phenicol	SRR413758merged	5.1198681539752e-08	antibiotic resistance
phenicol	SRR413711merged	4.90895543015493e-08	antibiotic resistance
phenicol	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_314	1.33462730982456e-08	antibiotic resistance
phenicol	SRR413760merged	1.76001052479067e-09	antibiotic resistance
phenicol	SRS049959	6.51401346971203e-09	antibiotic resistance
phenicol	202_209_20111028_FRAG_BC_202_209_F3_209	7.0308216431662e-08	antibiotic resistance
phenicol	SRR413713merged	2.9037792347383e-08	antibiotic resistance
phenicol	SRR413627merged	1.15875315390037e-08	antibiotic resistance
phenicol	SRR413592merged	1.54843866765418e-08	antibiotic resistance
phenicol	SRR413752merged	5.34325044234485e-09	antibiotic resistance
phenicol	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T22	2.42516416411585e-07	antibiotic resistance
phenicol	SRS045004	8.68055504419308e-10	antibiotic resistance
phenicol	SRS019397	6.24542988878572e-11	antibiotic resistance
phenicol	SRS017521	3.43696393535064e-08	antibiotic resistance
phenicol	SRS015369	8.24342722939888e-10	antibiotic resistance
phenicol	SRS043001	8.68149852071312e-10	antibiotic resistance
phenicol	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_12P	2.53949321797091e-08	antibiotic resistance
phenicol	MH0006_081120	3.06780669322811e-09	antibiotic resistance
phenicol	SRS013476	6.83890372488812e-10	antibiotic resistance
phenicol	Tomsk_2014_02_28_1_L02_L03_merg_32_50trimmed_T_F3	2.27607133405953e-08	antibiotic resistance
phenicol	SRR413721merged	5.2849491805156e-08	antibiotic resistance
phenicol	MH0026_081224	2.70080138741052e-09	antibiotic resistance
phenicol	SRS019685	8.70874398982949e-09	antibiotic resistance
phenicol	SRR413567merged	5.54396728587698e-08	antibiotic resistance
phenicol	MH0030_090121	2.86600946723478e-08	antibiotic resistance
phenicol	SRS017307	1.17107973042559e-10	antibiotic resistance
phenicol	Sh_260_20111020_FRAG_BC_Sh_260_F3_260	1.18410206631249e-09	antibiotic resistance
phenicol	SRS048164	4.36126196651503e-10	antibiotic resistance
phenicol	MH0064_090126	8.77255202935692e-10	antibiotic resistance
phenicol	MH0025_090121	9.06521270448331e-08	antibiotic resistance
phenicol	SRS063985	1.86489361561982e-08	antibiotic resistance
phenicol	MH0059_090105	8.06866225896339e-09	antibiotic resistance
phenicol	SRS014313	2.60502968590854e-10	antibiotic resistance
phenicol	222_257_20111020_FRAG_BC_222_257_F3_229	5.89764813690096e-08	antibiotic resistance
phenicol	kazan5500_2014_03_31_1_L02_59BR_50trimmed_T_F3	1.71350777670349e-08	antibiotic resistance
phenicol	MH0077_090130	1.63876410297552e-08	antibiotic resistance
phenicol	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br04	8.06402047358218e-09	antibiotic resistance
phenicol	Tomsk_2014_02_28_1_L02_L03_merg_31_50trimmed_T_F3	1.12748126871237e-07	antibiotic resistance
phenicol	MH0044_090125	3.19095619513507e-08	antibiotic resistance
phenicol	MH0050_090201	4.32526807581563e-08	antibiotic resistance
phenicol	SRS017433	1.16330623562194e-09	antibiotic resistance
phenicol	61_106_20121101_FRAG_BC_61_106_F3_76	4.10188382604401e-07	antibiotic resistance
phenicol	185_210_20111102_FRAG_BC_185_210_F3_191	3.09146774307951e-08	antibiotic resistance
phenicol	SRS024132	1.77625981730467e-09	antibiotic resistance
phenicol	MH0022_081119	1.57517568841948e-09	antibiotic resistance
phenicol	SRS023526	1.38174933786567e-10	antibiotic resistance
phenicol	SRS053398	6.60042381491515e-10	antibiotic resistance
phenicol	SRS053335	3.84249265112945e-10	antibiotic resistance
phenicol	SRS014235	3.0027741622805e-08	antibiotic resistance
phenicol	SRR413595merged	1.78367389930905e-09	antibiotic resistance
phenicol	202_209_20111028_FRAG_BC_202_209_F3_207	5.19139154183903e-08	antibiotic resistance
phenicol	kazan5500_2014_03_31_1_L02_64BR_50trimmed_T_F3	1.99225962311323e-07	antibiotic resistance
phenicol	MH0054_090125	1.48429894791006e-08	antibiotic resistance
phenicol	MH0084_090126	2.38811682239545e-09	antibiotic resistance
phenicol	SRS016203	2.22080985798158e-10	antibiotic resistance
phenicol	SRS016335	6.26069339498664e-09	antibiotic resistance
phenicol	SRR413585merged	3.90033187263405e-07	antibiotic resistance
phenicol	280_287_20111115_FRAG_BC_280_287_F3_281	7.26158766898133e-09	antibiotic resistance
phenicol	SRS023914	6.19717890864233e-10	antibiotic resistance
phenicol	SRS052697	9.24513467646662e-10	antibiotic resistance
phenicol	SRS051031	8.18670374307431e-10	antibiotic resistance
phenicol	SRS015854	7.52604425471853e-11	antibiotic resistance
phenicol	SRS019161	1.48236953181473e-09	antibiotic resistance
phenicol	SRS017191	1.83798132179874e-08	antibiotic resistance
phenicol	MH0034_090122	1.94454848290016e-09	antibiotic resistance
phenicol	SRS064557	1.02584317614943e-09	antibiotic resistance
phenicol	SRS050752	3.02935943754431e-09	antibiotic resistance
phenicol	SRS043701	1.51151159748307e-10	antibiotic resistance
phenicol	SRS019030	6.57857267398431e-09	antibiotic resistance
phenicol	SRS017701	2.83708693639316e-09	antibiotic resistance
phenicol	MH0052_090201	5.63661122748383e-09	antibiotic resistance
phenicol	SRS056519	4.91686519926982e-09	antibiotic resistance
phenicol	232_250_20111116_FRAG_BC_232_250_F3_249	6.5874550899899e-09	antibiotic resistance
phenicol	SRS014683	6.52323479506966e-09	antibiotic resistance
phenicol	SRS045645	1.42286020217103e-09	antibiotic resistance
phenicol	MH0032_090121	1.00472760554903e-09	antibiotic resistance
phenicol	SRS018575	2.74421450170189e-09	antibiotic resistance
phenicol	SRS049712	4.71192379322134e-09	antibiotic resistance
phenicol	MH0021_090201	7.86571987643745e-09	antibiotic resistance
phenicol	61_106_20121101_FRAG_BC_61_106_F3_70	4.96098345049728e-09	antibiotic resistance
phenicol	SRR413556merged	1.00226588417565e-08	antibiotic resistance
phenicol	61_106_20121101_FRAG_BC_61_106_F3_100	1.22904548140801e-08	antibiotic resistance
phenicol	MH0019_081119	1.3375187422421e-09	antibiotic resistance
phenicol	SRS057717	9.95984541732804e-09	antibiotic resistance
phenicol	MH0020_090120	3.11282425020182e-10	antibiotic resistance
phenicol	SRS015133	9.79418106180063e-09	antibiotic resistance
phenicol	MH0039_081226	2.07906010084016e-09	antibiotic resistance
phenicol	SRS020328	5.29089330256497e-09	antibiotic resistance
phenicol	SRS011529	2.00422103397349e-10	antibiotic resistance
phenicol	232_250_20111116_FRAG_BC_232_250_F3_236	1.00154606007359e-07	antibiotic resistance
phenicol	SRS047014	2.45942865577399e-08	antibiotic resistance
phenicol	kazan5500_2014_03_31_1_L02_48BR_50trimmed_T_F3	7.96065961137666e-09	antibiotic resistance
phenicol	Tomsk_2014_02_28_1_L02_L03_merg_30_50trimmed_T_F3	2.48021649613435e-08	antibiotic resistance
phenicol	SRS015663	2.55557546139572e-09	antibiotic resistance
phenicol	130_179_2_20120514_FRAG_BC_130_179_2_F3_130	1.57666866320036e-08	antibiotic resistance
phenicol	kazan5500_2014_03_31_1_L03_43BR_50trimmed_T_F3	1.20608723841379e-08	antibiotic resistance
macrolide	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_69	3.3235782597421e-08	antibiotic resistance
streptogramin antibiotic	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_69	1.04846822249529e-08	antibiotic resistance
macrolide	MH0059_090105	7.79832635057169e-09	antibiotic resistance
streptogramin antibiotic	MH0059_090105	1.2914818310596e-09	antibiotic resistance
macrolide	SRS022137	1.79021909762121e-07	antibiotic resistance
streptogramin antibiotic	SRS022137	1.78872368566425e-07	antibiotic resistance
macrolide	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_15	6.98194618729935e-09	antibiotic resistance
streptogramin antibiotic	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_15	7.88158689590095e-10	antibiotic resistance
macrolide	SRS047044	1.83052096196547e-09	antibiotic resistance
streptogramin antibiotic	SRS047044	9.43644975463173e-10	antibiotic resistance
macrolide	SRS019397	1.94705034795405e-10	antibiotic resistance
streptogramin antibiotic	SRS019397	1.94705034795405e-10	antibiotic resistance
macrolide	SRS016203	2.14173555714692e-07	antibiotic resistance
streptogramin antibiotic	SRS016203	2.14173555714692e-07	antibiotic resistance
macrolide	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_101	5.89731233781341e-09	antibiotic resistance
streptogramin antibiotic	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_101	5.57033206740815e-09	antibiotic resistance
tetracycline derivative	SRR413567merged	3.74486275114769e-07	antibiotic resistance
tetracycline derivative	SRR413575merged	3.29693883497101e-07	antibiotic resistance
tetracycline derivative	kazan5500_2014_03_31_1_L03_29BR_50trimmed_T_F3	3.48071486263508e-07	antibiotic resistance
tetracycline derivative	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_71	2.38651755387667e-07	antibiotic resistance
tetracycline derivative	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_13P	7.22061185738328e-07	antibiotic resistance
tetracycline derivative	SRS014613	3.02381309889298e-07	antibiotic resistance
tetracycline derivative	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_9P	1.82994405034129e-07	antibiotic resistance
tetracycline derivative	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T24	5.55507490937046e-07	antibiotic resistance
tetracycline derivative	Sh_260_20111020_FRAG_BC_Sh_260_F3_258	3.65879677623982e-06	antibiotic resistance
aminoglycoside	SRS011529	2.06123833492056e-09	antibiotic resistance
aminoglycoside	SRS022071	8.16682896566046e-09	antibiotic resistance
aminoglycoside	SRS062427	2.97975841269241e-10	antibiotic resistance
aminoglycoside	SRS013951	5.78458795591604e-09	antibiotic resistance
aminoglycoside	185_210_20111102_FRAG_BC_185_210_F3_191	3.23458142950316e-09	antibiotic resistance
aminoglycoside	MH0054_090125	5.37933966548576e-08	antibiotic resistance
aminoglycoside	SRS058770	1.34932112703704e-08	antibiotic resistance
aminoglycoside	SRS014459	7.26959740863996e-09	antibiotic resistance
aminoglycoside	61_106_20121101_FRAG_BC_61_106_F3_66	8.99215459057969e-09	antibiotic resistance
aminoglycoside	130_179_2_20120514_FRAG_BC_130_179_2_F3_178	2.39392679138372e-08	antibiotic resistance
aminoglycoside	SRS052027	7.03989699731408e-09	antibiotic resistance
aminoglycoside	SRS015065	1.11929539999241e-08	antibiotic resistance
aminoglycoside	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_184	7.02808569797388e-09	antibiotic resistance
tetracycline derivative	SRR413616merged	3.72987648571791e-07	antibiotic resistance
tetracycline derivative	T1_T16_20140211_FRAG_BC_T1_T16_F3_T3	3.64828297753077e-07	antibiotic resistance
tetracycline derivative	SRR413772merged	3.99675306312303e-07	antibiotic resistance
tetracycline derivative	61_106_20121101_FRAG_BC_61_106_F3_98	2.60680562859219e-07	antibiotic resistance
tetracycline derivative	T1_T16_20140211_FRAG_BC_T1_T16_F3_T2	1.96082656640763e-07	antibiotic resistance
tetracycline derivative	MH0008_081123	2.06097106745058e-07	antibiotic resistance
tetracycline derivative	MH0067_090126	6.80989341586754e-08	antibiotic resistance
tetracycline derivative	SRS018817	3.37658800248217e-07	antibiotic resistance
tetracycline derivative	SRR413584merged	4.49377383740062e-07	antibiotic resistance
tetracycline derivative	kazan5500_2014_03_31_1_L02_61BR_50trimmed_T_F3	4.35193870301181e-07	antibiotic resistance
tetracycline derivative	MH0081_090130	1.47565935191905e-07	antibiotic resistance
tetracycline derivative	MH0057_081222	4.37315030535562e-07	antibiotic resistance
tetracycline derivative	222_257_20111020_FRAG_BC_222_257_F3_257	3.3783351003133e-07	antibiotic resistance
tetracycline derivative	SRS013800	2.09820505769209e-07	antibiotic resistance
tetracycline derivative	SRS011586	4.02862018264308e-07	antibiotic resistance
tetracycline derivative	MH0021_090201	3.53159570710454e-07	antibiotic resistance
tetracycline derivative	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br04	2.51369642933062e-07	antibiotic resistance
tetracycline derivative	SRS015065	5.32970335946552e-07	antibiotic resistance
tetracycline derivative	SRS017307	3.04781569693483e-07	antibiotic resistance
tetracycline derivative	MH0077_090130	1.69015115474316e-07	antibiotic resistance
tetracycline derivative	SRR413596merged	4.18267021226296e-07	antibiotic resistance
tetracycline derivative	MH0004_081123	3.90365187646685e-07	antibiotic resistance
tetracycline derivative	SRR413613merged	3.92933872231518e-07	antibiotic resistance
tetracycline derivative	kazan5500_2014_03_31_1_L01_21BR_50trimmed_T_F3	7.94457922517003e-07	antibiotic resistance
tetracycline derivative	202_209_20111028_FRAG_BC_202_209_F3_209	2.99978508839876e-07	antibiotic resistance
tetracycline derivative	61_106_20121101_FRAG_BC_61_106_F3_73	5.32352434273892e-07	antibiotic resistance
tetracycline derivative	Tomsk_2014_02_28_1_L02_L03_merg_30_50trimmed_T_F3	5.26898402729212e-07	antibiotic resistance
tetracycline derivative	SRR413604merged	3.19041084444798e-07	antibiotic resistance
tetracycline derivative	61_106_20121101_FRAG_BC_61_106_F3_72	3.15785549203376e-07	antibiotic resistance
tetracycline derivative	kazan5500_2014_03_31_1_L02_60BR_50trimmed_T_F3	3.61782613152709e-07	antibiotic resistance
tetracycline derivative	Tomsk_2014_02_28_1_L02_L03_merg_34_50trimmed_T_F3	1.88993504922482e-07	antibiotic resistance
tetracycline derivative	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_317	3.17747286234951e-07	antibiotic resistance
tetracycline derivative	SRS015264	2.04091508460373e-07	antibiotic resistance
tetracycline derivative	130_179_2_20120514_FRAG_BC_130_179_2_F3_130	4.21717526269837e-07	antibiotic resistance
tetracycline derivative	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_181	4.84746559918e-07	antibiotic resistance
tetracycline derivative	kazan5500_2014_03_31_1_L03_32BR_50trimmed_T_F3	3.96844542803025e-07	antibiotic resistance
tetracycline derivative	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T22	4.73576282801972e-07	antibiotic resistance
tetracycline derivative	MH0019_081119	1.85280218798405e-07	antibiotic resistance
tetracycline derivative	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T26	2.97684272290756e-07	antibiotic resistance
tetracycline derivative	SRS015217	1.40126942961058e-07	antibiotic resistance
tetracycline derivative	SRS024435	2.50501769189211e-07	antibiotic resistance
tetracycline derivative	SRS019397	3.07239470161135e-07	antibiotic resistance
tetracycline derivative	SRS043701	1.5473615781499e-07	antibiotic resistance
tetracycline derivative	SRS016989	2.40374824720982e-07	antibiotic resistance
tetracycline derivative	MH0078_090130	7.96589679895291e-08	antibiotic resistance
tetracycline derivative	MH0047_081223	4.57329344428449e-07	antibiotic resistance
tetracycline derivative	SRS017521	6.51438832146784e-07	antibiotic resistance
tetracycline derivative	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_68	1.23864826000772e-06	antibiotic resistance
tetracycline derivative	MH0051_081226	6.80167567101397e-07	antibiotic resistance
tetracycline derivative	MH0066_090126	2.33091511139325e-07	antibiotic resistance
tetracycline derivative	SRR413597merged	2.42604789260544e-07	antibiotic resistance
tetracycline derivative	SRS021484	1.93443034834369e-07	antibiotic resistance
tetracycline derivative	SRR413737merged	8.84408621362413e-07	antibiotic resistance
tetracycline derivative	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br05	4.91736002999038e-07	antibiotic resistance
tetracycline derivative	SRR413579merged	3.56507005172259e-07	antibiotic resistance
tetracycline derivative	SRS064645	7.39041104893039e-08	antibiotic resistance
tetracycline derivative	SRR413562merged	3.14821548536481e-07	antibiotic resistance
tetracycline derivative	MH0030_090121	1.56819531689404e-07	antibiotic resistance
tetracycline derivative	SRS063040	3.24281374682658e-07	antibiotic resistance
tetracycline derivative	MH0042_090125	3.05922094477905e-07	antibiotic resistance
tetracycline derivative	232_250_20111116_FRAG_BC_232_250_F3_247	3.72937139815122e-07	antibiotic resistance
tetracycline derivative	SRR413756merged	1.85995952663613e-06	antibiotic resistance
tetracycline derivative	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_12P	3.11589808010768e-07	antibiotic resistance
tetracycline derivative	SRS019601	4.18834838540038e-07	antibiotic resistance
tetracycline derivative	SRS023914	2.38380839529295e-07	antibiotic resistance
tetracycline derivative	SRR413768merged	6.4986205358253e-07	antibiotic resistance
tetracycline derivative	SRR413760merged	4.46981061679622e-07	antibiotic resistance
tetracycline derivative	202_209_20111028_FRAG_BC_202_209_F3_207	4.36648485599102e-07	antibiotic resistance
